play_id,index,game_id,game_date,time,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,qtr,home_team,away_team,posteam,posteam_type,defteam,side_of_field,yardline_100,drive,sp,down,goal_to_go,yrdln,ydstogo,ydsnet,desc,play_type,yards_gained,pass_length,air_yards,yards_after_catch,field_goal_result,kick_distance,extra_point_result,two_point_conv_result,td_team,total_home_score,total_away_score,posteam_score,defteam_score,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,extra_point_attempt,two_point_attempt,field_goal_attempt,fumble,complete_pass,Start_Time,diff,Estimated_Time,Estimated_Hour,Air Pressure (hPa),City,Dewpoint (°C),Field,Humidity (%),Precipitation (mm),Roof,Team Abbreviation,Temperature (°C),Time (EST),Time (GMT),Wind Direction (deg),Wind Speed (km/h),game_name,end_of_drive,end_of_game,ARI,ATL,BAL,BUF,CAR,CHI,CIN,CLE,DAL,DEN,DET,GB,HOU,IND,JAX,KC,LA,LAC,MIA,MIN,NE,NO,NYG,NYJ,OAK,PHI,PIT,SEA,SF,TB,TEN,WAS,year,week,cum_yds
537,363203,2017091003,2017-09-10 00:00:00,05:53,353.0,1253.0,3053.0,Half1,0,1,CLE,PIT,PIT,away,CLE,PIT,80.0,3,0,4.0,0.0,PIT 20,16,-6,"(5:53) J.Berry punts 48 yards to CLE 32, Center-K.Canaday, out of bounds.",punt,0.0,,,,,48.0,,,,0,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:27:21.000000000,2017-09-10 13:27:21,2017-09-10 13:00:00,1032.1,Cleveland,7.7,Kentucky bluegrass,45.0,0.0,Open,CLE,20.0,2017-09-10 13:00:00,2017-09-10 17:00:00,60.0,9.4,PIT @ CLE 2017-09-10,1,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,-61
555,363204,2017091003,2017-09-10 00:00:00,05:48,348.0,1248.0,3048.0,Half1,0,1,CLE,PIT,CLE,home,PIT,CLE,68.0,4,0,1.0,0.0,CLE 32,10,2,(5:48) (Shotgun) I.Crowell left tackle to CLE 34 for 2 yards (C.Heyward; T.Alualu).,run,2.0,,,,,,,,,0,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:27:36.000000000,2017-09-10 13:27:36,2017-09-10 13:00:00,1032.1,Cleveland,7.7,Kentucky bluegrass,45.0,0.0,Open,CLE,20.0,2017-09-10 13:00:00,2017-09-10 17:00:00,60.0,9.4,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,-59
580,363205,2017091003,2017-09-10 00:00:00,05:25,325.0,1225.0,3025.0,Half1,0,1,CLE,PIT,CLE,home,PIT,CLE,66.0,4,0,2.0,0.0,CLE 34,8,2,"(5:25) (No Huddle, Shotgun) D.Kizer pass incomplete deep right to D.Johnson.",pass,0.0,deep,25.0,,,,,,,0,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:28:45.000000000,2017-09-10 13:28:45,2017-09-10 13:00:00,1032.1,Cleveland,7.7,Kentucky bluegrass,45.0,0.0,Open,CLE,20.0,2017-09-10 13:00:00,2017-09-10 17:00:00,60.0,9.4,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,-57
602,363206,2017091003,2017-09-10 00:00:00,05:22,322.0,1222.0,3022.0,Half1,0,1,CLE,PIT,CLE,home,PIT,CLE,66.0,4,0,3.0,0.0,CLE 34,8,16,"(5:22) (No Huddle, Shotgun) D.Kizer pass short middle to D.Johnson to CLE 48 for 14 yards (S.Davis). Sideline Warning on Pittsburgh",pass,14.0,short,6.0,8.0,,,,,,0,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-09-10 13:00:00,0 days 00:28:54.000000000,2017-09-10 13:28:54,2017-09-10 13:00:00,1032.1,Cleveland,7.7,Kentucky bluegrass,45.0,0.0,Open,CLE,20.0,2017-09-10 13:00:00,2017-09-10 17:00:00,60.0,9.4,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,-41
626,363207,2017091003,2017-09-10 00:00:00,04:53,293.0,1193.0,2993.0,Half1,0,1,CLE,PIT,CLE,home,PIT,CLE,52.0,4,0,1.0,0.0,CLE 48,10,44,"(4:53) (No Huddle, Shotgun) I.Crowell right guard to PIT 46 for 6 yards (R.Shazier).",run,6.0,,,,,,,,,0,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:30:21.000000000,2017-09-10 13:30:21,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,3
651,363208,2017091003,2017-09-10 00:00:00,04:36,276.0,1176.0,2976.0,Half1,0,1,CLE,PIT,CLE,home,PIT,PIT,46.0,4,0,2.0,0.0,PIT 46,4,44,"(4:36) (No Huddle, Shotgun) D.Kizer pass short middle to R.Louis to PIT 43 for 3 yards (J.Haden; A.Chickillo).",pass,3.0,short,-4.0,7.0,,,,,,0,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-09-10 13:00:00,0 days 00:31:12.000000000,2017-09-10 13:31:12,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,47
679,363209,2017091003,2017-09-10 00:00:00,04:07,247.0,1147.0,2947.0,Half1,0,1,CLE,PIT,CLE,home,PIT,PIT,43.0,4,0,3.0,0.0,PIT 43,1,26,(4:07) D.Kizer up the middle to PIT 42 for 1 yard (V.Williams; R.Shazier).,run,1.0,,,,,,,,,0,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:32:39.000000000,2017-09-10 13:32:39,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,73
700,363210,2017091003,2017-09-10 00:00:00,03:25,205.0,1105.0,2905.0,Half1,0,1,CLE,PIT,CLE,home,PIT,PIT,42.0,4,0,1.0,0.0,PIT 42,10,34,(3:25) (Shotgun) D.Kizer pass short middle to M.Dayes to PIT 34 for 8 yards (S.Davis).,pass,8.0,short,7.0,1.0,,,,,,0,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-09-10 13:00:00,0 days 00:34:45.000000000,2017-09-10 13:34:45,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,107
724,363211,2017091003,2017-09-10 00:00:00,02:55,175.0,1075.0,2875.0,Half1,0,1,CLE,PIT,CLE,home,PIT,PIT,34.0,4,0,2.0,0.0,PIT 34,2,37,"(2:55) (No Huddle, Shotgun) M.Dayes left guard to PIT 31 for 3 yards (T.Alualu).",run,3.0,,,,,,,,,0,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:36:15.000000000,2017-09-10 13:36:15,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,144
745,363212,2017091003,2017-09-10 00:00:00,02:22,142.0,1042.0,2842.0,Half1,0,1,CLE,PIT,CLE,home,PIT,PIT,31.0,4,0,1.0,0.0,PIT 31,10,38,"(2:22) (No Huddle, Shotgun) I.Crowell right guard to PIT 30 for 1 yard (S.Davis).",run,1.0,,,,,,,,,0,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:37:54.000000000,2017-09-10 13:37:54,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,182
766,363213,2017091003,2017-09-10 00:00:00,01:51,111.0,1011.0,2811.0,Half1,0,1,CLE,PIT,CLE,home,PIT,PIT,30.0,4,0,2.0,0.0,PIT 30,9,44,"(1:51) (No Huddle, Shotgun) D.Kizer pass short right to D.Johnson to PIT 24 for 6 yards (M.Hilton).",pass,6.0,short,5.0,1.0,,,,,,0,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-09-10 13:00:00,0 days 00:39:27.000000000,2017-09-10 13:39:27,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,226
790,363214,2017091003,2017-09-10 00:00:00,01:12,72.0,972.0,2772.0,Half1,0,1,CLE,PIT,CLE,home,PIT,PIT,24.0,4,0,3.0,0.0,PIT 24,3,68,"(1:12) (No Huddle, Shotgun) D.Kizer pass incomplete deep middle to D.Njoku. PENALTY on PIT-S.Davis, Defensive Pass Interference, 21 yards, enforced at PIT 24 - No Play.",no_play,0.0,,,,,,,,,0,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:41:24.000000000,2017-09-10 13:41:24,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,294
812,363215,2017091003,2017-09-10 00:00:00,01:12,72.0,972.0,2772.0,Half1,0,1,CLE,PIT,CLE,home,PIT,PIT,3.0,4,0,1.0,1.0,PIT 3,3,67,(1:12) I.Crowell right guard to PIT 1 for 2 yards (V.Williams).,run,2.0,,,,,,,,,0,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:41:24.000000000,2017-09-10 13:41:24,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,361
845,363216,2017091003,2017-09-10 00:00:00,00:24,24.0,924.0,2724.0,Half1,0,1,CLE,PIT,CLE,home,PIT,PIT,1.0,4,1,2.0,1.0,PIT 1,1,68,"(:24) D.Kizer up the middle for 1 yard, TOUCHDOWN.",run,1.0,,,,,,,,CLE,6,6,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:43:48.000000000,2017-09-10 13:43:48,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,429
862,363217,2017091003,2017-09-10 00:00:00,00:22,22.0,922.0,2722.0,Half1,0,1,CLE,PIT,CLE,home,PIT,PIT,15.0,4,1,,0.0,PIT 15,0,68,"Z.Gonzalez extra point is GOOD, Center-C.Hughlett, Holder-B.Colquitt.",extra_point,0.0,,,,,33.0,good,,,7,6,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:43:54.000000000,2017-09-10 13:43:54,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,1,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,497
878,363218,2017091003,2017-09-10 00:00:00,00:22,22.0,922.0,2722.0,Half1,0,1,CLE,PIT,PIT,away,CLE,CLE,35.0,5,0,,0.0,CLE 35,0,0,"Z.Gonzalez kicks 65 yards from CLE 35 to end zone, Touchback.",kickoff,0.0,,,,,,,,,7,6,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:43:54.000000000,2017-09-10 13:43:54,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,497
893,363219,2017091003,2017-09-10 00:00:00,00:22,22.0,922.0,2722.0,Half1,0,1,CLE,PIT,PIT,away,CLE,PIT,75.0,5,0,1.0,0.0,PIT 25,10,0,(:22) (Shotgun) B.Roethlisberger pass incomplete short right to M.Bryant.,pass,0.0,short,2.0,,,,,,,7,6,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:43:54.000000000,2017-09-10 13:43:54,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,497
915,363220,2017091003,2017-09-10 00:00:00,00:17,17.0,917.0,2717.0,Half1,0,1,CLE,PIT,PIT,away,CLE,PIT,75.0,5,0,2.0,0.0,PIT 25,10,0,(:17) L.Bell right guard to PIT 25 for no gain (J.Taylor; J.Schobert).,run,0.0,,,,,,,,,7,6,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:44:09.000000000,2017-09-10 13:44:09,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,497
936,363221,2017091003,2017-09-10 00:00:00,00:00,0.0,900.0,2700.0,Half1,1,1,CLE,PIT,PIT,away,CLE,PIT,,5,0,,,PIT 25,0,0,END QUARTER 1,,0.0,,,,,,,,,7,6,,,,,,,,,,,,,2017-09-10 13:00:00,0 days 00:45:00.000000000,2017-09-10 13:45:00,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,497
953,363222,2017091003,2017-09-10 00:00:00,15:00,900.0,900.0,2700.0,Half1,0,2,CLE,PIT,PIT,away,CLE,PIT,75.0,5,0,3.0,0.0,PIT 25,10,19,(15:00) (Shotgun) B.Roethlisberger pass short right to J.James to PIT 44 for 19 yards (J.Peppers).,pass,19.0,short,9.0,10.0,,,,,,7,6,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-09-10 13:00:00,0 days 00:45:00.000000000,2017-09-10 13:45:00,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,516
977,363223,2017091003,2017-09-10 00:00:00,14:19,859.0,859.0,2659.0,Half1,0,2,CLE,PIT,PIT,away,CLE,PIT,56.0,5,0,1.0,0.0,PIT 44,10,14,"(14:19) (Shotgun) PENALTY on PIT-B.Roethlisberger, Delay of Game, 5 yards, enforced at PIT 44 - No Play.",no_play,0.0,,,,,,,,,7,6,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:47:03.000000000,2017-09-10 13:47:03,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,530
1000,363224,2017091003,2017-09-10 00:00:00,13:58,838.0,838.0,2638.0,Half1,0,2,CLE,PIT,PIT,away,CLE,PIT,61.0,5,0,1.0,0.0,PIT 39,15,14,(13:58) (Shotgun) B.Roethlisberger pass incomplete short left to L.Bell.,pass,0.0,short,-4.0,,,,,,,7,6,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:48:06.000000000,2017-09-10 13:48:06,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,544
1022,363225,2017091003,2017-09-10 00:00:00,13:54,834.0,834.0,2634.0,Half1,0,2,CLE,PIT,PIT,away,CLE,PIT,61.0,5,0,2.0,0.0,PIT 39,15,17,(13:54) (Shotgun) L.Bell right guard to PIT 42 for 3 yards (J.Schobert).,run,3.0,,,,,,,,,7,6,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:48:18.000000000,2017-09-10 13:48:18,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,561
1043,363226,2017091003,2017-09-10 00:00:00,13:10,790.0,790.0,2590.0,Half1,0,2,CLE,PIT,PIT,away,CLE,PIT,58.0,5,0,3.0,0.0,PIT 42,12,17,(13:10) (Shotgun) B.Roethlisberger pass incomplete short middle to V.McDonald (J.Burgess).,pass,0.0,short,5.0,,,,,,,7,6,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:50:30.000000000,2017-09-10 13:50:30,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,578
1065,363227,2017091003,2017-09-10 00:00:00,13:06,786.0,786.0,2586.0,Half1,0,2,CLE,PIT,PIT,away,CLE,PIT,58.0,5,0,4.0,0.0,PIT 42,12,17,"(13:06) (Punt formation) J.Berry punts 45 yards to CLE 13, Center-K.Canaday. J.Peppers to CLE 22 for 9 yards (T.Watt).",punt,0.0,,,,,45.0,,,,7,6,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:50:42.000000000,2017-09-10 13:50:42,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,1,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,595
1090,363228,2017091003,2017-09-10 00:00:00,12:57,777.0,777.0,2577.0,Half1,0,2,CLE,PIT,CLE,home,PIT,CLE,78.0,6,0,1.0,0.0,CLE 22,10,18,"(12:57) (Shotgun) D.Kizer up the middle to CLE 25 for 3 yards (R.Shazier). PENALTY on PIT-R.Shazier, Unnecessary Roughness, 15 yards, enforced at CLE 25.",run,3.0,,,,,,,,,7,6,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:51:09.000000000,2017-09-10 13:51:09,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,613
1123,363229,2017091003,2017-09-10 00:00:00,12:28,748.0,748.0,2548.0,Half1,0,2,CLE,PIT,CLE,home,PIT,CLE,60.0,6,0,1.0,0.0,CLE 40,10,17,(12:28) I.Crowell left guard to CLE 39 for -1 yards (C.Heyward; T.Alualu).,run,-1.0,,,,,,,,,7,6,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:52:36.000000000,2017-09-10 13:52:36,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,630
1148,363230,2017091003,2017-09-10 00:00:00,12:05,725.0,725.0,2525.0,Half1,0,2,CLE,PIT,CLE,home,PIT,CLE,61.0,6,0,2.0,0.0,CLE 39,11,17,"(12:05) (No Huddle, Shotgun) D.Kizer pass incomplete deep middle to S.DeValve (J.Haden).",pass,0.0,deep,21.0,,,,,,,7,6,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:53:45.000000000,2017-09-10 13:53:45,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,647
1170,363231,2017091003,2017-09-10 00:00:00,12:00,720.0,720.0,2520.0,Half1,0,2,CLE,PIT,CLE,home,PIT,CLE,61.0,6,0,3.0,0.0,CLE 39,11,26,"(12:00) (No Huddle, Shotgun) D.Kizer pass short right to S.DeValve to CLE 48 for 9 yards (R.Shazier).",pass,9.0,short,6.0,3.0,,,,,,7,6,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2017-09-10 13:00:00,0 days 00:54:00.000000000,2017-09-10 13:54:00,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,0,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,673
1194,363232,2017091003,2017-09-10 00:00:00,11:22,682.0,682.0,2482.0,Half1,0,2,CLE,PIT,CLE,home,PIT,CLE,52.0,6,0,4.0,0.0,CLE 48,2,26,"(11:22) (Punt formation) B.Colquitt punts 46 yards to PIT 6, Center-C.Hughlett, downed by CLE-R.Louis.",punt,0.0,,,,,46.0,,,,7,6,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-09-10 13:00:00,0 days 00:55:54.000000000,2017-09-10 13:55:54,2017-09-10 14:00:00,1031.4,Cleveland,7.9,Kentucky bluegrass,44.0,0.0,Open,CLE,20.6,2017-09-10 14:00:00,2017-09-10 18:00:00,80.0,11.2,PIT @ CLE 2017-09-10,1,0,0,0,0,0,0,0,0,H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,0,0,0,0,0,2017,1.0,699
